artiste,element,genre,style,source,stream,date,spotify,cover,discogs,etat,match,titleDiscogs
"Jagga Jazzist","What we must","Jazz#TODO","Nu#TODO","http://pitchfork.com/reviews/albums/4196-what-we-must/","","X","spotify:album:33K2EfFC6OOqEYyaLUTia4","","","2","0",""
"Immortal Onion","XD [Experience Design]","Jazz","","https://immortalonion.bandcamp.com/album/xd-experience-design","https://immortalonion.bandcamp.com/album/xd-experience-design","2020-06-25","spotify:album:4DqPgAuGDkiPdUFzItY0vW","https://img.discogs.com/coy5-uepnnCBRPLPj9mysw13uoA=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-14915477-1584018173-2523.jpeg.jpg","https://www.discogs.com//Immortal-Onion-XD-Experience-Design/master/1709983","2","1.0","Immortal Onion - XD [Experience Design]"
"Skalpel","Skalpel","Electronic, Jazz","Future Jazz","http://pitchfork.com/reviews/albums/7768-skalpel/","","X","spotify:album:6fEN3yig9kpmZ0oiJbFRuE","https://img.discogs.com/6KirZ1p_ns-29vFZAZlNauoFjyg=/fit-in/600x537/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-16056499-1602667867-4046.jpeg.jpg","https://www.discogs.com//Skalpel-Skalpel/master/17358","2","1.0","Skalpel - Skalpel"
"The Biology of Plants","Vol. 2","Rock","","http://www.heavyblogisheavy.com/2019/05/30/the-biology-of-plants-vol-2/","http://thebiologyofplants.bandcamp.com/album/vol-2-3","2020-01-20","spotify:album:4LbFkKh9Pg83nCcczzZGka","https://img.discogs.com/vwHPZRNXiX7v59OmUVdXxomwKwk=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-16008298-1601799177-1430.jpeg.jpg","https://www.discogs.com//The-Biology-Of-Plants-Vol-2/release/16008298","2","1.0","The Biology Of Plants - Vol. 2"
"Floating Points, Pharoah Sanders & The London Symphony Orchestra","Promises","Electronic, Jazz","Soul-Jazz, Modal","https://floatingpoints.bandcamp.com/album/promises","https://floatingpoints.bandcamp.com/album/promises","2021-05-27","spotify:album:3ShtO5VCYa3ctlR5uzLWBa","https://img.discogs.com/mUgilmdO6SSh8g8wW4HNX70Io9Q=/fit-in/600x594/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-17985154-1616575904-2903.jpeg.jpg","https://www.discogs.com//master/2041873-Floating-Points-Pharoah-Sanders-The-London-Symphony-Orchestra-Promises","2","1.0","Floating Points, Pharoah Sanders & The London Symphony Orchestra - Promises"
"Ephel Duath","Painter's Palette","Punk, Jazz","Avantgarde, Math Rock, Hardcore","http://www.xsilence.net/disque-7547.htm","","X","spotify:album:0wTjVm8vexbMkxqdMIX210","https://img.discogs.com/TudqiTebwPtEV9PG26xk7euH37U=/fit-in/450x450/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-850464-1165255407.jpeg.jpg","https://www.discogs.com//Ephel-Duath-The-Painters-Palette/master/53629","2","0.9393939393939394","Ephel Duath - The Painter's Palette"
"A Forest Of Stars","Grave Mounds And Grave Mistakes (Luxus)","Metal#TODO","Black#TODO","","","X","","","","2","0",""
"A Pale December","The Shrine of Primal Fire","Metal","Black Metal","","https://avantgardemusic.bandcamp.com/album/the-shrine-of-primal-fire","X","spotify:album:0yqRf53Lwy8EPIOkIXM1Ys","https://img.discogs.com/qxnWfeHgWqUEghMbxgb783fMGKQ=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-11281995-1513362828-5857.jpeg.jpg","https://www.discogs.com//A-Pale-December-The-Shrine-Of-Primal-Fire/master/1993489","2","1.0","A Pale December - The Shrine Of Primal Fire"
"Aenaon","Hypnosophy","Metal","Black Metal, Experimental, Progressive Metal, Avantgarde","http://www.heavyblogisheavy.com/2016/12/01/aenaon-hypnosophy/","","X","spotify:album:4ZTNsjGbc37DewBFYIEx4n","https://img.discogs.com/34zYvb7l6yqwa8mXbQJ105TGLs4=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-9435516-1480616509-1622.jpeg.jpg","https://www.discogs.com//Aenaon-Hypnosophy/master/1098477","2","1.0","Aenaon - Hypnosophy"
"Aeonus","47303652367904000000A","Metal#TODO","Black#TODO","","https://dir666.bandcamp.com/album/47303652367904000000","X","","","","2","0",""
"Allelic","The Smoke of Atavistic Fires","Metal#TODO","Folk Black#TODO","","https://allelic.bandcamp.com/album/the-smoke-of-atavistic-fires","X","spotify:album:1F5KKe2gg8FfO8rXU7Qcxi","","","2","0",""
"ArchSpire","Relentless Mutation","Metal","Technical Death Metal","http://www.eklektik-rock.com/2017/12/archspire-relentless-mutation/","","X","spotify:album:3Oi3lWclhSMkDXEtIVPVJi","https://img.discogs.com/csgKUVarOqmpJzAur9laMkimsW4=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-10858981-1625014346-5519.jpeg.jpg","https://www.discogs.com//master/1237313-Archspire-Relentless-Mutation","2","1.0","Archspire - Relentless Mutation"
"BEYOND CREATION","Algorythm","Metal","Technical Death Metal, Progressive Metal","https://www.thrashocore.com/chroniques/chronique/8139-beyond-creation-algorythm-2018-chronique.html","","X","spotify:album:4EthcoHjY4dBlEx0ZF486z","https://img.discogs.com/XPeFzH1p3yyWTYBObQQeSAvlq1s=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12807509-1542339754-5495.jpeg.jpg","https://www.discogs.com//Beyond-Creation-Algorythm/master/1433684","2","1.0","Beyond Creation - Algorythm"
"Blood Incantation","Hidden History of the Human Race","Metal","Death Metal","https://www.heavyblogisheavy.com/2019/11/08/blood-incantation-hidden-history-of-the-human-race/","http://darkdescentrecords.bandcamp.com/album/hidden-history-of-the-human-race","2020-01-20","spotify:album:34U0n1oAE5mwgdaIBrcIck","https://img.discogs.com/ew4yJdQS1KZg3DrSoj3xE6pWgs8=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-14422224-1574205765-8082.jpeg.jpg","https://www.discogs.com//master/1639488-Blood-Incantation-Hidden-History-Of-The-Human-Race","2","1.0","Blood Incantation - Hidden History Of The Human Race"
"Blut Aus Nord","Hallucinogen","Metal","Black Metal, Avantgarde","https://www.thrashocore.com/chroniques/chronique/8802-blut-aus-nord-hallucinogen-2019-chronique.html","","2020-01-20","spotify:album:7JE1WpvUTOU06F2CoL5JgB","https://img.discogs.com/MJbLiIOWD6aHsX8d7X9iE-dq-9Y=/fit-in/600x911/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-14197586-1569693957-2241.jpeg.jpg","https://www.discogs.com//Blut-Aus-Nord-Hallucinogen/master/1613396","2","1.0","Blut Aus Nord - Hallucinogen"
"Botanist","The Shape Of He To Come","Metal","Black Metal, Experimental","http://www.thrashocore.com/chroniques/chronique/7505-botanist-collective-the-shape-of-he-to-come-2017-chronique.html","https://verdant-realm-botanist.bandcamp.com/album/collective-the-shape-of-he-to-come","X","spotify:album:5TIix8TfpdhoxfwPh9pk5v","https://img.discogs.com/okge6GmVwoihvxbMwUMqP3Q7-98=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-10925856-1506685091-9806.jpeg.jpg","https://www.discogs.com//master/1244491-Botanist-Collective-The-Shape-Of-He-To-Come","2","0.85","Botanist - Collective: The Shape Of He To Come"
"Botanist","Hammer of Botany","Metal","Black Metal","http://metal-maniac.com/botanist-hammer-of-botany/","Bandcamp","X","spotify:album:4sUJOybkxgPZ5kL4eq4Un0","https://img.discogs.com/aneIyY1Wc9BrTf6-S_XYiOb6VPE=/fit-in/600x547/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-13595543-1557175354-1710.jpeg.jpg","https://www.discogs.com//Botanist-EP2-Hammer-Of-Botany/master/1123963","2","0.9152542372881356","Botanist - EP2: Hammer Of Botany"
"Cave In","White Silence","Punk","Experimental, Alternative Rock, Hardcore","https://www.coreandco.fr/chroniques/cave-in-white-silence-2755.html","","X","spotify:album:2RyihcQ336KJqwU62gCHyu","https://img.discogs.com/_GqGIPTcdKO5PxU_-nUTTfN0Nvc=/fit-in/600x597/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-2912168-1617068050-2821.jpeg.jpg","https://www.discogs.com//Cave-In-White-Silence/master/342184","2","1.0","Cave In - White Silence"
"Chaos Moon","Eschaton Memoire","Metal","Black Metal","http://www.heavyblogisheavy.com/2017/11/21/chaos-moon-eschaton-memoire/","","X","","https://img.discogs.com/QBUaiNG6J5lL5yow8qjUFgSANNs=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-11235691-1512435023-1358.jpeg.jpg","https://www.discogs.com//Chaos-Moon-Eschaton-M%C3%A9moire/master/1278390","2","0.9655172413793104","Chaos Moon - Eschaton Mémoire"
"Coexistence","Contact with the Entity","Metal","Death Metal, Progressive Metal","","","X","spotify:album:1mfh6kr8tH9tJweMmY2oGi","https://img.discogs.com/TnwwZYIwY2cAV1IhhXMc3Mh7HV8=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12121100-1528725898-1863.jpeg.jpg","https://www.discogs.com//Coexistence-Contact-With-The-Entity/master/1451565","2","0.9487179487179487","Coexistence (2) - Contact With The Entity"
"Jordablod","Upon the pyre of my cremation","Metal","Black Metal","","","X","","https://img.discogs.com/19d3c61f4d06a7fba8384e241187ac8629273913/images/spacer.gif","https://www.discogs.com//Jordablod-Upon-My-Cremation-Pyre/release/10387879","2","0.7733333333333333","Jordablod - Upon My Cremation Pyre"
"MAUDLIN OF THE WELL","My Fruit Psychobells...a Seed Combustible","Metal","Prog Rock, Death Metal, Avantgarde","http://metal.nightfall.fr/index_7478_maudlin-of-the-well-my-fruit-psychobells-a-seed-combustible.html","","2020-01-20","","https://img.discogs.com/dXNMvyWmf_8mF2-25nN8ktq5_xY=/fit-in/600x604/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-885861-1261612045.jpeg.jpg","https://www.discogs.com//master/98011-maudlin-of-the-Well-My-Fruit-Psychobells-A-Seed-Combustible","2","0.9921259842519685","maudlin of the Well - My Fruit Psychobells... A Seed Combustible"
"Thy Catafalque","Naiv","Metal","Experimental, Black Metal, Folk Metal, Death Metal, Progressive Metal, Avantgarde","https://www.heavyblogisheavy.com/2020/01/10/thy-catafalque-naiv/","http://thycatafalqueuk.bandcamp.com/album/naiv","2020-06-25","spotify:album:2eH5WM6pIPFsFylP5sbOi9","https://img.discogs.com/I_q66jOrUushiiArckZDPBqgw8U=/fit-in/402x385/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-14669143-1580577344-2666.jpeg.jpg","https://www.discogs.com//Thy-Catafalque-Naiv/master/1671915","2","1.0","Thy Catafalque - Naiv"
"Thy Catafalque","Geometria","Metal","Black Metal, Avantgarde","http://www.heavyblogisheavy.com/2018/04/26/thy-catafalque-geometria/","","X","spotify:album:76bSrJSE20rbODR36eSEQE","https://img.discogs.com/B3xIxYsMnaDiVLQlMuD5BP56C7c=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-11920289-1524764449-7047.jpeg.jpg","https://www.discogs.com//Thy-Catafalque-Geometria/master/1355102","2","1.0","Thy Catafalque - Geometria"
"Ultra Vomit","Panzer Surprise","Metal","Death Metal, Parody, Grindcore","","","X","spotify:album:1JqyYdFg79vp670PswBayz","https://img.discogs.com/Mehrd1JzkJTZFGM9t7Av1z5JSP4=/fit-in/340x340/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-10215118-1493534964-8781.jpeg.jpg","https://www.discogs.com//master/1195742-Ultra-Vomit-Panzer-Surprise-","2","0.9666666666666667","Ultra Vomit - Panzer Surprise !"
"USTALOST","The spoor of vipers","Metal","Black Metal","http://www.thrashocore.com/accueil/accueil.html#%2Fchroniques%2Fchronique%2F6655-ustalost-the-spoor-of-vipers-2016-chronique.html","https://ustalost.bandcamp.com/","X","spotify:album:1X7lGuY8UzGCJp6neSGpgj","https://img.discogs.com/PLcuCzZJFDfl0WMq4Zoui76n2q8=/fit-in/600x990/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-8700810-1511657891-7843.png.jpg","https://www.discogs.com//Ustalost-The-Spoor-of-Vipers/master/1206115","2","1.0","Ustalost - The Spoor of Vipers"
"Volahn","Aq'Ab'Al","Metal","Black Metal","http://www.thrashocore.com/chroniques/chronique/6529-volahn-aq-ab-al-2014-chronique.html","https://crepusculonegro.bandcamp.com/album/cn-26-aqabal","X","","https://img.discogs.com/njQOS8RVvtEYTRfAs3N_NimO0tQ=/fit-in/489x480/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-6233286-1414347524-6122.jpeg.jpg","https://www.discogs.com//Volahn-AqAbAl/master/780659","2","1.0","Volahn - Aq'Ab'Al"
"White Ward","Love Exchange Failure","Metal","Black Metal, Avantgarde, Atmospheric Black Metal","https://www.heavyblogisheavy.com/2019/09/16/white-ward-love-exchange-failure/","http://whiteward.bandcamp.com/album/love-exchange-failure","2020-01-20","spotify:album:6VHyhPNjGQRfrzy4TH1tFh","https://img.discogs.com/sw3rWMcHqElBdpHLEy1fg5o6uig=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-16113814-1603649870-5466.jpeg.jpg","https://www.discogs.com//White-Ward-Love-Exchange-Failure/master/1608292","2","1.0","White Ward - Love Exchange Failure"
"Wolves in the throne room","Thrice Woven","Electronic, Metal","Doom Metal, Dark Ambient, Atmospheric Black Metal","http://www.heavyblogisheavy.com/2017/09/07/wolves-throne-room-thrice-woven/","https://wolvesinthethroneroom.bandcamp.com/album/thrice-woven","X","spotify:album:1Uw3L9tXHZFuTS1lepKNVk","https://img.discogs.com/rvsVYkAC0VyIHMx_gPMfyInvkTg=/fit-in/500x500/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-10879933-1508104246-1404.jpeg.jpg","https://www.discogs.com//Wolves-In-The-Throne-Room-Thrice-Woven/master/1240091","2","1.0","Wolves In The Throne Room - Thrice Woven"
"Yellow Eyes","Immersion Trench Reverie","Metal","Black Metal","","https://yelloweyes.bandcamp.com/album/immersion-trench-reverie","X","spotify:album:2a3n2bk3ur5KRKieaQvDNQ","https://img.discogs.com/OautW9bQ0H8Ek5-KL2ILxmxQ8PM=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-11068248-1509267691-3807.jpeg.jpg","https://www.discogs.com//Yellow-Eyes-Immersion-Trench-Reverie/master/1260225","2","0.95","Yellow Eyes (2) - Immersion Trench Reverie"
"Hail Spirit Noir","Mayhem in Blue","Metal","Black Metal, Progressive Metal, Psychedelic Rock","http://www.angrymetalguy.com/hail-spirit-noir-mayhem-blue/","","X","spotify:album:7G4t3JRu2qblMa8pya6p97","https://img.discogs.com/O7zqod5Dqp3_m_v_VuoKPe16e8E=/fit-in/600x595/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-9198863-1476526634-5513.jpeg.jpg","https://www.discogs.com//Hail-Spirit-Noir-Mayhem-In-Blue/master/1096042","2","1.0","Hail Spirit Noir - Mayhem In Blue"
"Cyborg Octopus","Learning To Breathe","Metal","Death Metal, Progressive Metal","http://www.heavyblogisheavy.com/2016/04/05/cyborg-octopus-learning-to-breathe/","","X","spotify:album:4zF0rPxowcGuctYmomAIfj","https://img.discogs.com/sbQk8DQuY2vYYMCb-sa0Q3ZrcSI=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-9964543-1489332935-6458.jpeg.jpg","https://www.discogs.com//Cyborg-Octopus-Learning-To-Breathe/master/1187109","2","1.0","Cyborg Octopus - Learning To Breathe"
"Furia","KSIĘŻYC MILCZY LUTY","Metal","Black Metal, Avantgarde","http://www.thrashocore.com/chroniques/chronique/6913-furia-ksi-yc-milczy-luty-2016-chronique.html","","X","spotify:album:4aG6DiV4uEySpfk9I0xRE2","https://img.discogs.com/6pd7XTvqbVXsZGQISyEhfHHxxyU=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-9361953-1479581169-2726.jpeg.jpg","https://www.discogs.com//Furia-Ksi%C4%99%C5%BCyc-Milczy-Luty/master/1111250","2","0.9310344827586207","Furia (4) - Księżyc Milczy Luty"
"Slugdge","Esoteric Malacology","Metal","Death Metal, Progressive Metal","https://www.coreandco.fr/chroniques/slugdge-esoteric-malacology-6961.html","","2020-01-20","spotify:album:06C9Fc6T2I45U93R4BctNO","https://img.discogs.com/0nEmTjlr6gm-mCbWygIfRcht83w=/fit-in/600x592/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-11644409-1519940359-7527.jpeg.jpg","https://www.discogs.com//Slugdge-Esoteric-Malacology/master/1323655","2","1.0","Slugdge - Esoteric Malacology"
"Ulcerate","Stare Into Death And Be Still","Metal","Technical Death Metal, Death Metal","https://www.heavyblogisheavy.com/2020/04/13/ulcerate-stare-into-death-and-be-still/","","2020-06-25","spotify:album:3IiK3vbVUx7U8rEHuY32sl","https://img.discogs.com/FbzXMP1a9w4DyIb5M5FE2qfz1vw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-15159116-1587455364-3679.jpeg.jpg","https://www.discogs.com//Ulcerate-Stare-Into-Death-And-Be-Still/master/1723998","2","1.0","Ulcerate - Stare Into Death And Be Still"
"Ulcerate","Shrine of paralysis","Metal","Experimental, Technical Death Metal, Death Metal","http://www.heavyblogisheavy.com/2016/10/13/ulcerate-shrines-of-paralysis/","","X","spotify:album:3F61xA8pQADnq1EHfM5vv8","https://img.discogs.com/uHV-wqfYerBketJVqM_3fnvotZw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-9234883-1477116861-1409.jpeg.jpg","https://www.discogs.com//Ulcerate-Shrines-Of-Paralysis/master/1078001","2","0.9836065573770492","Ulcerate - Shrines Of Paralysis"
"Saor","Aura","Metal","Folk Metal, Atmospheric Black Metal","http://www.thrashocore.com/accueil/accueil.html#%2Fchroniques%2Fchronique%2F5904-saor-aura-2014-chronique.html","","X","spotify:album:2wn74tRo5UhTt2jkl1PnkX","https://img.discogs.com/YzbiVGoi5jARh0KDFVhhtJDf3Uk=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-8818626-1469432341-6651.jpeg.jpg","https://www.discogs.com//master/707199-Saor-Aura","2","1.0","Saor - Aura"
"Nadra","Allir Vegir Til Glötunar","Metal","Black Metal","http://www.metalorgie.com/groupe/Nadra","https://nadra.bandcamp.com/album/allir-vegir-til-gl-tunar-3","X","spotify:album:57yVsbEwj9IxqDXp5IjRTZ","https://img.discogs.com/lbOq7RJO1l_dg1fKk48mdyl-E9o=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-8389435-1469897477-7862.jpeg.jpg","https://www.discogs.com//Na%C3%B0ra-Allir-Vegir-Til-Gl%C3%B6tunar-/master/987187","2","0.9538461538461539","Naðra - Allir Vegir Til Glötunar "
"The Great Old Ones","Cosmicism","Metal","Atmospheric Black Metal","https://www.metalorgie.com/groupe/The-Great-Old-Ones/31729_Cosmicism","","2020-01-20","spotify:album:4e4UXX3d7V75zhCToX4rBE","https://img.discogs.com/RB8C9xPFr-f0gy1lPWcaMZuNrOY=/fit-in/600x549/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-14318518-1575668787-5387.jpeg.jpg","https://www.discogs.com//The-Great-Old-Ones-Cosmicism/master/1626103","2","1.0","The Great Old Ones - Cosmicism"
"Zeal and Ardor","Devil is Fine","Electronic, Blues, Metal","Black Metal, Avantgarde","http://www.metalorgie.com/groupe/Zeal-and-Ardor","","X","spotify:album:5Oc87gybQZkVeqogIFXzMd","https://img.discogs.com/NynNt6FTfw78X16qKhbVv1nj71U=/fit-in/600x591/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-9001500-1475929554-3058.jpeg.jpg","https://www.discogs.com//Zeal-And-Ardor-Devil-Is-Fine/master/1054654","2","1.0","Zeal And Ardor - Devil Is Fine"
"Pryapisme","Diabolicus Felinae Pandemonium","Electronic, Classical, Metal, Jazz","Hard Techno, Prog Rock, Breakcore, Heavy Metal, Space Rock, Chiptune, Gabber, Dub","","https://apathiarecords.bandcamp.com/album/diabolicus-felinae-pandemonium","X","spotify:album:7b79Yz6T0WjEIBpXTBTnZw","https://img.discogs.com/yQvYgvZtxhHzDwlYoFvx6OrTyqg=/fit-in/600x579/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-9739599-1485618004-6923.jpeg.jpg","https://www.discogs.com//Pryapisme-Diabolicus-Felinae-Pandemonium/master/1306136","2","1.0","Pryapisme - Diabolicus Felinae Pandemonium"
"The Great Old Ones","EOD : A Tale Of Dark Legacy","Metal","Black Metal","","https://thegreatoldonessom.bandcamp.com/","23/01/2016","spotify:album:050j0wcnx1mO3RaLpRBrOR","https://img.discogs.com/7r5VQd2eZSetPk76qlXFElU1Xrg=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-9868162-1487645289-8655.jpeg.jpg","https://www.discogs.com//The-Great-Old-Ones-EOD-A-Tale-Of-Dark-Legacy/master/1121979","2","1.0","The Great Old Ones - EOD : A Tale Of Dark Legacy"
"Ex Eye","Ex Eye","Electronic, Metal, Jazz","Experimental, Free Improvisation, Abstract, Black Metal, Free Jazz","http://www.heavyblogisheavy.com/2017/06/20/ex-eye-ex-eye/","","X","spotify:album:5A1un7Vo3rofNGNctzayxd","https://img.discogs.com/8hDmif3t3TotWzma0LAOBAttdc0=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-11333319-1514730780-6081.jpeg.jpg","https://www.discogs.com//Ex-Eye-Ex-Eye/master/1198847","2","1.0","Ex Eye - Ex Eye"
"The Ruins of Beverast","Exuvia","Metal","Black Metal, Doom Metal","http://www.heavyblogisheavy.com/2017/05/24/the-ruins-of-beverast-exuvia/","","X","spotify:album:1cwDxz56RMKHDmgHHADDQX","https://img.discogs.com/LYH6Yc_AksGlLWFSmII5aJ02L-g=/fit-in/600x540/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-10260734-1587728538-4140.jpeg.jpg","https://www.discogs.com//The-Ruins-Of-Beverast-Exuvia/master/1175704","2","1.0","The Ruins Of Beverast - Exuvia"
"Night Verses","From the Gallery of Sleep","Metal","Progressive Metal, Post-Metal","","https://nightverses.bandcamp.com/album/from-the-gallery-of-sleep","X","spotify:album:4HYYq0DrvR7L6G7nINEw69","https://img.discogs.com/TkrqVEXbsHMdKXDyBGyAfbD_kNI=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-13701595-1559323671-3533.jpeg.jpg","https://www.discogs.com//Night-Verses-From-The-Gallery-Of-Sleep/master/1388941","2","1.0","Night Verses - From The Gallery Of Sleep"
"Inferno","Gnosis Kardias","Metal","Black Metal","http://www.heavyblogisheavy.com/2017/12/12/inferno-gnosis-kardias-transcension-involution/","https://wtcproductions.bandcamp.com/album/gnosis-kardias-of-transcension-and-involution?from=embed","X","spotify:album:3lEu8FaaNooqUql1m9bxye","https://img.discogs.com/QP0f6NyrjnQI0frUqAAYs6aYFj4=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-10048549-1490715863-3245.jpeg.jpg","https://www.discogs.com//Inferno-Gnosis-Kardias-Of-Transcension-And-Involution/master/1191221","2","0.5647058823529412","Inferno (2) - Gnosis Kardias (Of Transcension And Involution)"
"Primus","Green Naughyade","Metal#TODO","Funk#TODO","http://www.metalorgie.com/groupe/Primus","","X","","","","2","0",""
"PANEGYRIST","Hierurgy","Metal","Black Metal","","https://i-voidhangerrecords.bandcamp.com/album/hierurgy","X","spotify:album:1XcKai7o753K044hcE8GGC","https://img.discogs.com/QwygAg3P63wDIrsAl-JICmpYUTQ=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12316287-1532791764-7047.jpeg.jpg","https://www.discogs.com//Panegyrist-Hierurgy/release/12316287","2","1.0","Panegyrist - Hierurgy"
"Spectral Lore","III","Metal","Black Metal, Avantgarde","","https://spectrallore.bandcamp.com/album/iii","X","spotify:album:5UetZ7EzBp3hz5Egc9D2ZB","https://img.discogs.com/4yovHiWyQoaD2f0GV_RtI0nULYM=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-5748786-1401576627-1560.jpeg.jpg","https://www.discogs.com//Spectral-Lore-III/master/693548","2","1.0","Spectral Lore - III"
"Tod Huetet Uebel","Malícia","Metal","Black Metal","http://www.auxportesdumetal.com/reviews/TodHuetetUebel/todhuetetuebel-malicia.html","","X","spotify:album:6op53Rl0sCnRLZoLhl0try","https://img.discogs.com/HLCgVtynXvzqrSGtzBKDzowi424=/fit-in/600x544/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-7712195-1534321488-9061.jpeg.jpg","https://www.discogs.com//Tod-Huetet-Uebel-Mal%C3%ADcia/master/912304","2","1.0","Tod Huetet Uebel - Malícia"
"Mithras","On Strange Loops","Metal","Death Metal","http://www.thrashocore.com/accueil/accueil.html#%2Fchroniques%2Fchronique%2F6837-mithras-on-strange-loops-2016-chronique.html","","X","","https://img.discogs.com/fJJ1S41bh7iJWoiIcfUprpQMiEQ=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-9238937-1477162663-8334.jpeg.jpg","https://www.discogs.com//Mithras-On-Strange-Loops/master/1085797","2","1.0","Mithras - On Strange Loops"
"Intronaut","Prehistoricism","Punk","Experimental, Math Rock, Hardcore","http://www.eklektik-rock.com/2008/11/intronaut-prehistoricisms/","","#PORTABLETEST3","spotify:album:2fbrD84tiJrKOsbNxiC3dX","https://img.discogs.com/aJInrlsUKpxBL6B--YTwqfGUq1s=/fit-in/600x599/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1467713-1232924996.jpeg.jpg","https://www.discogs.com//Intronaut-Prehistoricisms/master/165734","2","0.9811320754716981","Intronaut - Prehistoricisms"
"Maeth","Shrouded Moutain","Metal#TODO","Progressif#TODO","http://www.heavyblogisheavy.com/2016/11/22/maeth-shrouded-mountain/","https://maeth.bandcamp.com/album/shrouded-mountain","X","","","","2","0",""
"Slowly Building Weapons","Sunbirds","Metal","Black Metal, Post-Hardcore","http://www.eklektik-rock.com/2017/11/slowly-building-weapons-sunbirds/","","X","spotify:album:2kI9i4prFWDa03kKDGliTo","https://img.discogs.com/87JnN1G23MC1jSzKsV7RDmhZ_zc=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-11245198-1512641848-7114.jpeg.jpg","https://www.discogs.com//Slowly-Building-Weapons-Sunbirds/release/11245198","2","1.0","Slowly Building Weapons - Sunbirds"
